id;codigo_estacion;estacion;tramo_horario;numero_de_prestamos;numero_de_devoluciones;fecha_creacion;fecha_baja
1026;43;43_C/ DE ORIENTE;17H - 18H;608;935;20230530;NA
1028;43;43_C/ DE ORIENTE;19H - 20H;734;812;20230530;NA
1030;43;43_C/ DE ORIENTE;21H - 22H;607;758;20230530;NA
1034;44;44_AVDA. GRAL. URRUTIA;01H - 02H;21;76;20230530;NA
1037;44;44_AVDA. GRAL. URRUTIA;04H - 05H;7;19;20230530;NA
1040;44;44_AVDA. GRAL. URRUTIA;07H - 08H;385;239;20230530;NA
1041;44;44_AVDA. GRAL. URRUTIA;08H - 09H;892;341;20230530;NA
1044;44;44_AVDA. GRAL. URRUTIA;11H - 12H;643;466;20230530;NA
1045;44;44_AVDA. GRAL. URRUTIA;12H - 13H;543;426;20230530;NA
1046;44;44_AVDA. GRAL. URRUTIA;13H - 14H;656;682;20230530;NA
1048;44;44_AVDA. GRAL. URRUTIA;15H - 16H;572;612;20230530;NA
1050;44;44_AVDA. GRAL. URRUTIA;17H - 18H;514;536;20230530;NA
1053;44;44_AVDA. GRAL. URRUTIA;20H - 21H;591;764;20230530;NA
1055;44;44_AVDA. GRAL. URRUTIA;22H - 23H;139;356;20230530;NA
1061;45;45_AVDA. GRAL. URRUTIA;04H - 05H;14;119;20230530;NA
1064;45;45_AVDA. GRAL. URRUTIA;07H - 08H;772;402;20230530;NA
1065;45;45_AVDA. GRAL. URRUTIA;08H - 09H;839;604;20230530;NA
1073;45;45_AVDA. GRAL. URRUTIA;16H - 17H;556;625;20230530;NA
1074;45;45_AVDA. GRAL. URRUTIA;17H - 18H;613;773;20230530;NA
1079;45;45_AVDA. GRAL. URRUTIA;22H - 23H;355;205;20230530;NA
1082;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;01H - 02H;72;135;20230530;NA
1084;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;03H - 04H;23;54;20230530;NA
1086;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;05H - 06H;19;30;20230530;NA
1089;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;08H - 09H;1061;745;20230530;NA
1095;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;14H - 15H;1061;1096;20230530;NA
1098;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;17H - 18H;689;673;20230530;NA
1099;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;18H - 19H;913;821;20230530;NA
1104;46;46_AVDA. INSTITUTO OBRERO DE VALENCIA;23H - 24H;197;228;20230530;NA
1106;47;47_AVDA. AUTOPISTA DEL SALER;01H - 02H;232;163;20230530;NA
1109;47;47_AVDA. AUTOPISTA DEL SALER;04H - 05H;94;45;20230530;NA
1113;47;47_AVDA. AUTOPISTA DEL SALER;08H - 09H;357;1047;20230530;NA
1116;47;47_AVDA. AUTOPISTA DEL SALER;11H - 12H;1037;1319;20230530;NA
1117;47;47_AVDA. AUTOPISTA DEL SALER;12H - 13H;1241;1348;20230530;NA
1121;47;47_AVDA. AUTOPISTA DEL SALER;16H - 17H;1355;1123;20230530;NA
1122;47;47_AVDA. AUTOPISTA DEL SALER;17H - 18H;1438;1279;20230530;NA
1125;47;47_AVDA. AUTOPISTA DEL SALER;20H - 21H;1097;1070;20230530;NA
1127;47;47_AVDA. AUTOPISTA DEL SALER;22H - 23H;511;500;20230530;NA
1134;48;48_AVDA. ANTONIO FERRANDIS;05H - 06H;31;36;20230530;NA
1135;48;48_AVDA. ANTONIO FERRANDIS;06H - 07H;316;101;20230530;NA
1142;48;48_AVDA. ANTONIO FERRANDIS;13H - 14H;629;495;20230530;NA
1153;49;49_C/ RICARDO MUÑOZ SUAY;00H - 01H;66;30;20230530;NA
1154;49;49_C/ RICARDO MUÑOZ SUAY;01H - 02H;46;21;20230530;NA
1158;49;49_C/ RICARDO MUÑOZ SUAY;05H - 06H;6;106;20230530;NA
1159;49;49_C/ RICARDO MUÑOZ SUAY;06H - 07H;65;665;20230530;NA
1165;49;49_C/ RICARDO MUÑOZ SUAY;12H - 13H;614;483;20230530;NA
1168;49;49_C/ RICARDO MUÑOZ SUAY;15H - 16H;851;577;20230530;NA
1169;49;49_C/ RICARDO MUÑOZ SUAY;16H - 17H;418;454;20230530;NA
1170;49;49_C/ RICARDO MUÑOZ SUAY;17H - 18H;412;531;20230530;NA
1174;49;49_C/ RICARDO MUÑOZ SUAY;21H - 22H;359;163;20230530;NA
1177;50;50_AVDA. AUTOPISTA DEL SALER;00H - 01H;405;128;20230530;NA
1182;50;50_AVDA. AUTOPISTA DEL SALER;05H - 06H;106;30;20230530;NA
1183;50;50_AVDA. AUTOPISTA DEL SALER;06H - 07H;153;250;20230530;NA
1189;50;50_AVDA. AUTOPISTA DEL SALER;12H - 13H;1125;1704;20230530;NA
1195;50;50_AVDA. AUTOPISTA DEL SALER;18H - 19H;1708;1476;20230530;NA
1202;51;51_PSO. DE LAS MORERAS;01H - 02H;6;4;20230530;NA
1208;51;51_PSO. DE LAS MORERAS;07H - 08H;33;192;20230530;NA
1209;51;51_PSO. DE LAS MORERAS;08H - 09H;187;435;20230530;NA
1213;51;51_PSO. DE LAS MORERAS;12H - 13H;362;398;20230530;NA
1214;51;51_PSO. DE LAS MORERAS;13H - 14H;570;432;20230530;NA
1220;51;51_PSO. DE LAS MORERAS;19H - 20H;352;128;20230530;NA
1222;51;51_PSO. DE LAS MORERAS;21H - 22H;95;96;20230530;NA
1231;52;52_C/ LUIS GARCIA BERLANGA;06H - 07H;726;108;20230530;NA
1233;52;52_C/ LUIS GARCIA BERLANGA;08H - 09H;548;882;20230530;NA
1234;52;52_C/ LUIS GARCIA BERLANGA;09H - 10H;653;561;20230530;NA
1238;52;52_C/ LUIS GARCIA BERLANGA;13H - 14H;908;1073;20230530;NA
1241;52;52_C/ LUIS GARCIA BERLANGA;16H - 17H;1197;1404;20230530;NA
1242;52;52_C/ LUIS GARCIA BERLANGA;17H - 18H;1313;1346;20230530;NA
1249;53;53_C/ LUIS GARCIA BERLANGA;00H - 01H;370;306;20230530;NA
1250;53;53_C/ LUIS GARCIA BERLANGA;01H - 02H;208;130;20230530;NA
1252;53;53_C/ LUIS GARCIA BERLANGA;03H - 04H;146;59;20230530;NA
1253;53;53_C/ LUIS GARCIA BERLANGA;04H - 05H;78;50;20230530;NA
1255;53;53_C/ LUIS GARCIA BERLANGA;06H - 07H;853;111;20230530;NA
1260;53;53_C/ LUIS GARCIA BERLANGA;11H - 12H;1187;1441;20230530;NA
1266;53;53_C/ LUIS GARCIA BERLANGA;17H - 18H;1754;1657;20230530;NA
1270;53;53_C/ LUIS GARCIA BERLANGA;21H - 22H;1227;782;20230530;NA
1276;54;54_PASEO ALAMEDA;03H - 04H;160;91;20230530;NA
1277;54;54_PASEO ALAMEDA;04H - 05H;106;62;20230530;NA
1280;54;54_PASEO ALAMEDA;07H - 08H;609;723;20230530;NA
1282;54;54_PASEO ALAMEDA;09H - 10H;853;931;20230530;NA
1286;54;54_PASEO ALAMEDA;13H - 14H;1146;1456;20230530;NA
1287;54;54_PASEO ALAMEDA;14H - 15H;1412;1832;20230530;NA
1288;54;54_PASEO ALAMEDA;15H - 16H;1457;1586;20230530;NA
1298;55;55_AVDA. DE FRANCIA;01H - 02H;96;223;20230530;NA
1299;55;55_AVDA. DE FRANCIA;02H - 03H;44;113;20230530;NA
1305;55;55_AVDA. DE FRANCIA;08H - 09H;1057;522;20230530;NA
1306;55;55_AVDA. DE FRANCIA;09H - 10H;765;1043;20230530;NA
1311;55;55_AVDA. DE FRANCIA;14H - 15H;1007;1606;20230530;NA
1320;55;55_AVDA. DE FRANCIA;23H - 24H;309;362;20230530;NA
1323;56;56_AVDA. DE FRANCIA;02H - 03H;16;100;20230530;NA
1331;56;56_AVDA. DE FRANCIA;10H - 11H;684;688;20230530;NA
1336;56;56_AVDA. DE FRANCIA;15H - 16H;1153;1120;20230530;NA
1337;56;56_AVDA. DE FRANCIA;16H - 17H;1062;900;20230530;NA
1340;56;56_AVDA. DE FRANCIA;19H - 20H;1193;1244;20230530;NA
1341;56;56_AVDA. DE FRANCIA;20H - 21H;1206;1004;20230530;NA
1343;56;56_AVDA. DE FRANCIA;22H - 23H;370;457;20230530;NA
1344;56;56_AVDA. DE FRANCIA;23H - 24H;169;263;20230530;NA
1345;57;057_CALLE PINTOR MONLEON;00H - 01H;489;537;20230530;NA
1347;57;057_CALLE PINTOR MONLEON;02H - 03H;122;105;20230530;NA
1348;57;057_CALLE PINTOR MONLEON;03H - 04H;124;96;20230530;NA
1352;57;057_CALLE PINTOR MONLEON;07H - 08H;975;1016;20230530;NA
1353;57;057_CALLE PINTOR MONLEON;08H - 09H;1644;1780;20230530;NA
1354;57;057_CALLE PINTOR MONLEON;09H - 10H;968;990;20230530;NA
1358;57;057_CALLE PINTOR MONLEON;13H - 14H;1309;1297;20230530;NA
1360;57;057_CALLE PINTOR MONLEON;15H - 16H;1279;1730;20230530;NA
1361;57;057_CALLE PINTOR MONLEON;16H - 17H;1372;1382;20230530;NA
1366;57;057_CALLE PINTOR MONLEON;21H - 22H;1275;1187;20230530;NA
1368;57;057_CALLE PINTOR MONLEON;23H - 24H;498;560;20230530;NA
1374;58;058_PLAZA DE ESPAÑA;05H - 06H;116;126;20230530;NA
1377;58;058_PLAZA DE ESPAÑA;08H - 09H;896;1235;20230530;NA
1382;58;058_PLAZA DE ESPAÑA;13H - 14H;1105;1139;20230530;NA
1383;58;058_PLAZA DE ESPAÑA;14H - 15H;1452;1380;20230530;NA
1387;58;058_PLAZA DE ESPAÑA;18H - 19H;1305;1256;20230530;NA
1390;58;058_PLAZA DE ESPAÑA;21H - 22H;1062;780;20230530;NA
1393;59;059_AVDA. DE BALEARES I;00H - 01H;175;268;20230530;NA
1397;59;059_AVDA. DE BALEARES I;04H - 05H;36;40;20230530;NA
1398;59;059_AVDA. DE BALEARES I;05H - 06H;57;14;20230530;NA
1403;59;059_AVDA. DE BALEARES I;10H - 11H;837;863;20230530;NA
1404;59;059_AVDA. DE BALEARES I;11H - 12H;1113;958;20230530;NA
1407;59;059_AVDA. DE BALEARES I;14H - 15H;1104;1576;20230530;NA
1408;59;059_AVDA. DE BALEARES I;15H - 16H;1230;1338;20230530;NA
1409;59;059_AVDA. DE BALEARES I;16H - 17H;1253;1162;20230530;NA
1411;59;059_AVDA. DE BALEARES I;18H - 19H;1346;1553;20230530;NA
1414;59;059_AVDA. DE BALEARES I;21H - 22H;961;920;20230530;NA
1417;60;060_AVDA.BALEARES II;00H - 01H;133;217;20230530;NA
1419;60;060_AVDA.BALEARES II;02H - 03H;55;84;20230530;NA
1424;60;060_AVDA.BALEARES II;07H - 08H;713;539;20230530;NA
1425;60;060_AVDA.BALEARES II;08H - 09H;777;673;20230530;NA
1429;60;060_AVDA.BALEARES II;12H - 13H;723;544;20230530;NA
1432;60;060_AVDA.BALEARES II;15H - 16H;795;1052;20230530;NA
1433;60;060_AVDA.BALEARES II;16H - 17H;978;935;20230530;NA
1439;60;060_AVDA.BALEARES II;22H - 23H;281;364;20230530;NA
1444;61;061_VICENTE VIDAL;03H - 04H;21;43;20230530;NA
1447;61;061_VICENTE VIDAL;06H - 07H;255;41;20230530;NA
1449;61;061_VICENTE VIDAL;08H - 09H;1412;387;20230530;NA
1455;61;061_VICENTE VIDAL;14H - 15H;1086;1794;20230530;NA
1456;61;061_VICENTE VIDAL;15H - 16H;1078;1253;20230530;NA
1457;61;061_VICENTE VIDAL;16H - 17H;948;917;20230530;NA
1458;61;061_VICENTE VIDAL;17H - 18H;921;952;20230530;NA
1459;61;061_VICENTE VIDAL;18H - 19H;989;1104;20230530;NA
1460;61;061_VICENTE VIDAL;19H - 20H;1130;1111;20230530;NA
1463;61;061_VICENTE VIDAL;22H - 23H;271;551;20230530;NA
1469;62;062_MENORCA;04H - 05H;20;32;20230530;NA
1470;62;062_MENORCA;05H - 06H;90;51;20230530;NA
1476;62;062_MENORCA;11H - 12H;673;565;20230530;NA
1477;62;062_MENORCA;12H - 13H;794;644;20230530;NA
1480;62;062_MENORCA;15H - 16H;753;838;20230530;NA
1481;62;062_MENORCA;16H - 17H;693;645;20230530;NA
1488;62;062_MENORCA;23H - 24H;227;298;20230530;NA
1489;63;063_AVDA. DEL PUERTO I;00H - 01H;561;703;20230530;NA
1492;63;063_AVDA. DEL PUERTO I;03H - 04H;136;136;20230530;NA
1499;63;063_AVDA. DEL PUERTO I;10H - 11H;1380;986;20230530;NA
1513;64;064_AVDA. DEL PUERTO II;00H - 01H;230;486;20230530;NA
1519;64;064_AVDA. DEL PUERTO II;06H - 07H;202;350;20230530;NA
1520;64;064_AVDA. DEL PUERTO II;07H - 08H;871;440;20230530;NA
1531;64;064_AVDA. DEL PUERTO II;18H - 19H;1728;2022;20230530;NA
1532;64;064_AVDA. DEL PUERTO II;19H - 20H;1646;1854;20230530;NA
1534;64;064_AVDA. DEL PUERTO II;21H - 22H;1082;1290;20230530;NA
1541;65;065_AVDA. DEL PUERTO III;04H - 05H;64;79;20230530;NA
1542;65;065_AVDA. DEL PUERTO III;05H - 06H;164;97;20230530;NA
1543;65;065_AVDA. DEL PUERTO III;06H - 07H;333;245;20230530;NA
1546;65;065_AVDA. DEL PUERTO III;09H - 10H;1885;1819;20230530;NA
1548;65;065_AVDA. DEL PUERTO III;11H - 12H;2173;1946;20230530;NA
1552;65;065_AVDA. DEL PUERTO III;15H - 16H;2311;2004;20230530;NA
1559;65;065_AVDA. DEL PUERTO III;22H - 23H;667;1087;20230530;NA
1565;66;066_GUILLEN DE ANGLESOLA;04H - 05H;44;77;20230530;NA
1570;66;066_GUILLEN DE ANGLESOLA;09H - 10H;1748;937;20230530;NA
1571;66;066_GUILLEN DE ANGLESOLA;10H - 11H;1517;1193;20230530;NA
1576;66;066_GUILLEN DE ANGLESOLA;15H - 16H;1662;1744;20230530;NA
1577;66;066_GUILLEN DE ANGLESOLA;16H - 17H;1531;1801;20230530;NA
1578;66;066_GUILLEN DE ANGLESOLA;17H - 18H;1918;2093;20230530;NA
1580;66;066_GUILLEN DE ANGLESOLA;19H - 20H;2135;2197;20230530;NA
1588;67;067_JUAN VERDEGUER;03H - 04H;9;19;20230530;NA
1589;67;067_JUAN VERDEGUER;04H - 05H;23;28;20230530;NA
1591;67;067_JUAN VERDEGUER;06H - 07H;293;41;20230530;NA
1592;67;067_JUAN VERDEGUER;07H - 08H;172;85;20230530;NA
1597;67;067_JUAN VERDEGUER;12H - 13H;429;396;20230530;NA
1599;67;067_JUAN VERDEGUER;14H - 15H;524;510;20230530;NA
1602;67;067_JUAN VERDEGUER;17H - 18H;454;568;20230530;NA
1606;67;067_JUAN VERDEGUER;21H - 22H;254;406;20230530;NA
1609;68;068_AVDA. DEL PUERTO IV;00H - 01H;167;522;20230530;NA
1614;68;068_AVDA. DEL PUERTO IV;05H - 06H;38;19;20230530;NA
1615;68;068_AVDA. DEL PUERTO IV;06H - 07H;186;142;20230530;NA
1618;68;068_AVDA. DEL PUERTO IV;09H - 10H;1439;709;20230530;NA
1619;68;068_AVDA. DEL PUERTO IV;10H - 11H;1179;799;20230530;NA
1622;68;068_AVDA. DEL PUERTO IV;13H - 14H;1361;1496;20230530;NA
1623;68;068_AVDA. DEL PUERTO IV;14H - 15H;1463;1682;20230530;NA
1624;68;068_AVDA. DEL PUERTO IV;15H - 16H;1519;1462;20230530;NA
1626;68;068_AVDA. DEL PUERTO IV;17H - 18H;1554;1729;20230530;NA
1628;68;068_AVDA. DEL PUERTO IV;19H - 20H;1667;2036;20230530;NA
1630;68;068_AVDA. DEL PUERTO IV;21H - 22H;1049;1244;20230530;NA
1632;68;068_AVDA. DEL PUERTO IV;23H - 24H;249;539;20230530;NA
1636;69;069_AVDA. DEL PUERTO;03H - 04H;57;107;20230530;NA
1639;69;069_AVDA. DEL PUERTO;06H - 07H;194;210;20230530;NA
1641;69;069_AVDA. DEL PUERTO;08H - 09H;1466;1266;20230530;NA
1643;69;069_AVDA. DEL PUERTO;10H - 11H;1336;984;20230530;NA
1645;69;069_AVDA. DEL PUERTO;12H - 13H;1639;1577;20230530;NA
1649;69;069_AVDA. DEL PUERTO;16H - 17H;1494;1479;20230530;NA
1652;69;069_AVDA. DEL PUERTO;19H - 20H;1639;1992;20230530;NA
1660;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;03H - 04H;31;28;20230530;NA
1663;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;06H - 07H;98;216;20230530;NA
1664;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;07H - 08H;125;716;20230530;NA
1666;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;09H - 10H;287;1150;20230530;NA
1667;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;10H - 11H;472;874;20230530;NA
1670;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;13H - 14H;1255;869;20230530;NA
1671;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;14H - 15H;2295;947;20230530;NA
1673;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;16H - 17H;1222;1522;20230530;NA
1675;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;18H - 19H;1338;1240;20230530;NA
1678;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;21H - 22H;846;383;20230530;NA
1679;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;22H - 23H;316;188;20230530;NA
1680;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;23H - 24H;197;122;20230530;NA
1684;71;071_AVDA DEL PUERTO VI;03H - 04H;108;109;20230530;NA
1690;71;071_AVDA DEL PUERTO VI;09H - 10H;1146;1155;20230530;NA
1691;71;071_AVDA DEL PUERTO VI;10H - 11H;1302;869;20230530;NA
1692;71;071_AVDA DEL PUERTO VI;11H - 12H;1345;1233;20230530;NA
1694;71;071_AVDA DEL PUERTO VI;13H - 14H;1483;1502;20230530;NA
1698;71;071_AVDA DEL PUERTO VI;17H - 18H;1811;1686;20230530;NA
1699;71;071_AVDA DEL PUERTO VI;18H - 19H;1953;1842;20230530;NA
1705;72;072_RAMIRO MAETZU;00H - 01H;170;429;20230530;NA
1707;72;072_RAMIRO MAETZU;02H - 03H;52;105;20230530;NA
1708;72;072_RAMIRO MAETZU;03H - 04H;49;71;20230530;NA
1715;72;072_RAMIRO MAETZU;10H - 11H;830;555;20230530;NA
1716;72;072_RAMIRO MAETZU;11H - 12H;855;709;20230530;NA
1720;72;072_RAMIRO MAETZU;15H - 16H;1379;1301;20230530;NA
1722;72;072_RAMIRO MAETZU;17H - 18H;1305;1221;20230530;NA
1726;72;072_RAMIRO MAETZU;21H - 22H;926;1178;20230530;NA
1728;72;072_RAMIRO MAETZU;23H - 24H;216;432;20230530;NA
1729;73;073_JERONIMO MONSORIU;00H - 01H;162;484;20230530;NA
1730;73;073_JERONIMO MONSORIU;01H - 02H;90;359;20230530;NA
1731;73;073_JERONIMO MONSORIU;02H - 03H;55;152;20230530;NA
1734;73;073_JERONIMO MONSORIU;05H - 06H;260;49;20230530;NA
1736;73;073_JERONIMO MONSORIU;07H - 08H;840;419;20230530;NA
1741;73;073_JERONIMO MONSORIU;12H - 13H;1199;1048;20230530;NA
1742;73;073_JERONIMO MONSORIU;13H - 14H;1157;1159;20230530;NA
1743;73;073_JERONIMO MONSORIU;14H - 15H;1229;1737;20230530;NA
1744;73;073_JERONIMO MONSORIU;15H - 16H;1420;1181;20230530;NA
1748;73;073_JERONIMO MONSORIU;19H - 20H;1257;1626;20230530;NA
1753;74;074_PLAZA SAN FELIPE NERI;00H - 01H;250;641;20230530;NA
1760;74;074_PLAZA SAN FELIPE NERI;07H - 08H;1105;310;20230530;NA
1762;74;074_PLAZA SAN FELIPE NERI;09H - 10H;1021;637;20230530;NA
1765;74;074_PLAZA SAN FELIPE NERI;12H - 13H;848;849;20230530;NA
1769;74;074_PLAZA SAN FELIPE NERI;16H - 17H;1032;1039;20230530;NA
1776;74;074_PLAZA SAN FELIPE NERI;23H - 24H;248;490;20230530;NA
1781;75;075_CAMPOAMOR I;04H - 05H;132;104;20230530;NA
1785;75;075_CAMPOAMOR I;08H - 09H;1773;678;20230530;NA
1786;75;075_CAMPOAMOR I;09H - 10H;1305;745;20230530;NA
1787;75;075_CAMPOAMOR I;10H - 11H;1434;1059;20230530;NA
1790;75;075_CAMPOAMOR I;13H - 14H;1350;1441;20230530;NA
1792;75;075_CAMPOAMOR I;15H - 16H;1779;1586;20230530;NA
1800;75;075_CAMPOAMOR I;23H - 24H;452;858;20230530;NA
1801;76;076_CAMPOAMOR II;00H - 01H;171;309;20230530;NA
1802;76;076_CAMPOAMOR II;01H - 02H;96;234;20230530;NA
1803;76;076_CAMPOAMOR II;02H - 03H;77;129;20230530;NA
1804;76;076_CAMPOAMOR II;03H - 04H;35;78;20230530;NA
1806;76;076_CAMPOAMOR II;05H - 06H;146;29;20230530;NA
1807;76;076_CAMPOAMOR II;06H - 07H;234;28;20230530;NA
1817;76;076_CAMPOAMOR II;16H - 17H;1163;1209;20230530;NA
1820;76;076_CAMPOAMOR II;19H - 20H;1201;1695;20230530;NA
1822;76;076_CAMPOAMOR II;21H - 22H;680;897;20230530;NA
1825;77;77_C/ MOLINELL;00H - 01H;312;402;20230530;NA
1828;77;77_C/ MOLINELL;03H - 04H;34;112;20230530;NA
1831;77;77_C/ MOLINELL;06H - 07H;93;65;20230530;NA
1833;77;77_C/ MOLINELL;08H - 09H;848;177;20230530;NA
1837;77;77_C/ MOLINELL;12H - 13H;818;754;20230530;NA
1838;77;77_C/ MOLINELL;13H - 14H;649;775;20230530;NA
1840;77;77_C/ MOLINELL;15H - 16H;937;715;20230530;NA
1841;77;77_C/ MOLINELL;16H - 17H;729;655;20230530;NA
1843;77;77_C/ MOLINELL;18H - 19H;863;1184;20230530;NA
1846;77;77_C/ MOLINELL;21H - 22H;514;1200;20230530;NA
1847;77;77_C/ MOLINELL;22H - 23H;326;651;20230530;NA
1848;77;77_C/ MOLINELL;23H - 24H;279;391;20230530;NA
1851;78;078_AVDA. ARAGÓN I;02H - 03H;174;105;20230530;NA
1856;78;078_AVDA. ARAGÓN I;07H - 08H;549;521;20230530;NA
1858;78;078_AVDA. ARAGÓN I;09H - 10H;744;803;20230530;NA
1867;78;078_AVDA. ARAGÓN I;18H - 19H;1443;1341;20230530;NA
1868;78;078_AVDA. ARAGÓN I;19H - 20H;1298;1527;20230530;NA
1870;78;078_AVDA. ARAGÓN I;21H - 22H;967;1069;20230530;NA
1874;79;079_AVDA. ARAGON II;01H - 02H;458;429;20230530;NA
1875;79;079_AVDA. ARAGON II;02H - 03H;235;208;20230530;NA
1876;79;079_AVDA. ARAGON II;03H - 04H;189;141;20230530;NA
1877;79;079_AVDA. ARAGON II;04H - 05H;141;107;20230530;NA
1883;79;079_AVDA. ARAGON II;10H - 11H;1291;1211;20230530;NA
1887;79;079_AVDA. ARAGON II;14H - 15H;2150;2421;20230530;NA
1889;79;079_AVDA. ARAGON II;16H - 17H;1810;1739;20230530;NA
1897;80;080_AMADEO SAVOIA;00H - 01H;318;181;20230530;NA
1900;80;080_AMADEO SAVOIA;03H - 04H;53;32;20230530;NA
1901;80;080_AMADEO SAVOIA;04H - 05H;46;26;20230530;NA
1905;80;080_AMADEO SAVOIA;08H - 09H;1402;2129;20230530;NA
1906;80;080_AMADEO SAVOIA;09H - 10H;1393;1721;20230530;NA
1907;80;080_AMADEO SAVOIA;10H - 11H;1521;1211;20230530;NA
1908;80;080_AMADEO SAVOIA;11H - 12H;1268;1538;20230530;NA
1911;80;080_AMADEO SAVOIA;14H - 15H;3036;1603;20230530;NA
1912;80;080_AMADEO SAVOIA;15H - 16H;1769;1120;20230530;NA
1913;80;080_AMADEO SAVOIA;16H - 17H;1094;1019;20230530;NA
1914;80;080_AMADEO SAVOIA;17H - 18H;1013;1134;20230530;NA
1916;80;080_AMADEO SAVOIA;19H - 20H;1259;1609;20230530;NA
1922;81;081_DOCTOR FORNOS;01H - 02H;172;143;20230530;NA
1924;81;081_DOCTOR FORNOS;03H - 04H;33;41;20230530;NA
1929;81;081_DOCTOR FORNOS;08H - 09H;842;1094;20230530;NA
1930;81;081_DOCTOR FORNOS;09H - 10H;829;1480;20230530;NA
1933;81;081_DOCTOR FORNOS;12H - 13H;844;856;20230530;NA
1934;81;081_DOCTOR FORNOS;13H - 14H;1054;971;20230530;NA
1935;81;081_DOCTOR FORNOS;14H - 15H;1978;1238;20230530;NA
1936;81;081_DOCTOR FORNOS;15H - 16H;1537;1088;20230530;NA
1939;81;081_DOCTOR FORNOS;18H - 19H;802;954;20230530;NA
1941;81;081_DOCTOR FORNOS;20H - 21H;1027;731;20230530;NA
1943;81;081_DOCTOR FORNOS;22H - 23H;375;391;20230530;NA
1950;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;05H - 06H;145;54;20230530;NA
1954;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;09H - 10H;1312;1199;20230530;NA
1957;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;12H - 13H;1391;1423;20230530;NA
1960;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;15H - 16H;1317;1507;20230530;NA
1962;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;17H - 18H;1771;1541;20230530;NA
1969;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;00H - 01H;566;300;20230530;NA
1971;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;02H - 03H;113;265;20230530;NA
1972;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;03H - 04H;79;74;20230530;NA
1976;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;07H - 08H;341;1379;20230530;NA
1985;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;16H - 17H;1886;1574;20230530;NA
1988;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;19H - 20H;2207;1986;20230530;NA
1989;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;20H - 21H;1846;1233;20230530;NA
1992;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;23H - 24H;524;412;20230530;NA
1994;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;01H - 02H;70;136;20230530;NA
1999;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;06H - 07H;233;34;20230530;NA
2001;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;08H - 09H;924;279;20230530;NA
2003;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;10H - 11H;415;386;20230530;NA
2005;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;12H - 13H;511;494;20230530;NA
2006;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;13H - 14H;486;542;20230530;NA
2007;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;14H - 15H;582;875;20230530;NA
2008;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;15H - 16H;558;762;20230530;NA
2009;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;16H - 17H;590;483;20230530;NA
2011;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;18H - 19H;577;637;20230530;NA
2013;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;20H - 21H;422;583;20230530;NA
2019;85;085_AVDA_BLASCO IBAÑEZ 1;02H - 03H;42;31;20230530;NA
